time,AU1_InnerBrowRaiser,AU2_OuterBrowRaiser,AU4_BrowLowerer,AU5_UpperLidRaiser,AU7_LidTightener,AU43_EyesClosed,AU20_LipStretcher,AU51_HeadTurnLeft,AU52_HeadTurnRight,AU53_HeadUp,AU54_HeadDown,AU55_HeadTiltLeft,AU56_HeadTiltRight,AU61_EyesLookLeft,AU62_EyesLookRight,AU63_EyesLookUp,AU64_EyesLookDown,AU26_JawDrop
0,,,,,,,,,,,,,,,,,,
0.2838757,0.001481213,2.978361E-12,0.0001271897,1.401298E-45,5.734251E-06,0.01139832,0.004953867,,,,,,,0.04380266,0,0,0.03642792,0.01086564
0.5457735,0.03750952,6.505672E-13,0.002031721,1.401298E-45,0.00472381,0.007591124,0.0001124191,,,,,,,0.03719598,0.006631315,0,0.01038157,0.01086564
0.80821,0.0435881,1.421005E-13,0.005673229,1.401298E-45,0.001319785,0.0006451242,4.032024E-06,,,,,,,0.04424781,0,0,0.0007165542,0.01086564
1.08411,0.01716395,3.103935E-14,0.01715743,1.401298E-45,0.002727828,0.01301118,2.179769E-07,,,,,,,0.2970037,0,0,0.03220294,0.006945207
1.358952,0.02188509,5.605883E-15,0.002295073,1.401298E-45,0.04032716,0.001933532,9.099345E-09,,,,,,,0.2375972,0,0,0.002340325,0.01077789
1.635245,0.03276067,1.224602E-15,0.0004929514,0.005166079,0.03365887,9.766749E-05,0.0005045132,,,,,,,0.2130101,0,0,0.0004804611,0.01086089
1.936152,0.02257793,2.211551E-16,0.000141166,0.003136261,0.003513675,3.927565E-05,1.878803E-05,,,,,,,0.1186305,0,0,0.0003948071,0.01086545
2.201923,0.04744186,4.831195E-17,0.006855415,3.876182E-05,0.01756028,0.01520313,1.116115E-06,,,,,,,0.143089,0,0,0.01588792,0.01012329
2.469839,0.06384915,0.001765912,0.001350965,1.611834E-06,0.0005883912,0.0001063616,0.005403767,,,,,,,0.07725579,0,0,0.0002757068,0.01082724
2.754435,0.05162349,0.001787969,0.0002853519,0.0117056,0.0150968,0.0001824878,0.006629819,,,,,,,0.1065362,0,0,0.0004109418,0.01086339
3.032741,0.02972111,0.002245601,5.114302E-05,0.0005065209,0.001885877,0.002131504,0.0007948495,,,,,,,0.1506581,0,0,0.002161349,0.01086555
3.291505,0.01002882,0.0005274524,1.349488E-05,2.835607E-05,0.002150432,0.007314316,4.302942E-05,,,,,,,0.1860842,0,0,0.007316564,0.01086564
