time,Stimuli_Woman&KnockingSoundResume_trigger,Stimuli_KnockingSoundResume_trigger,Stimuli_Woman&KnockingSoundPause_trigger,Stimuli_DoorOpeningSound_trigger,Stimuli_DoorOpeningSound_distance,Stimuli_WomanSound_trigger,Stimuli_DoorKnockingSound_trigger,Stimuli_DoorFrontArea_trigger,Stimuli_DoorFrontArea_distance,Stimuli_EnvironmentSound_trigger,ClosetDoor_Handle_trigger,RedDoor_Lock_trigger,RedDoor_Handle_trigger,Door_3_Handle_trigger,Door_2_Handle_trigger,RightHandLight_trigger,LeftHandLight_trigger
7.679521,,,,,2.779986,,,,8.038046,,,,,,,,
7.93022,,,,,2.777514,,,,8.035487,,,,,,,,
8.18197,,,,,2.773125,,,,8.031014,,,,,,,,1
8.434099,,,,,2.770774,,,,8.028504,,,,,,,,1
8.700534,,,,,2.771693,,,,8.02938,,,,,,,,
8.966544,,,,,2.77166,,,,8.029236,,,,,,,,
9.226118,,,,,2.769768,,,,8.027291,,,,,,,,1
9.482974,,,,,2.767516,,,,8.0249,,,,,,,,1
9.740829,,,,,2.765298,,,,8.022545,,,,,,,,1
10.00458,,,,,1.500324,,,,6.742735,,,,,,,,1
10.5037,,,,,0.5426802,,,,5.61391,1,,,,,,,1
10.75462,,,,,0.5466424,,,,5.616227,1,,,,,,,1
11.00953,,,,,0.55906,,,,5.622342,1,,,,,,,1
11.27023,,,,,0.5751709,,,,5.635288,1,,,,,,,1
11.52365,,,,,0.5762682,,,,5.639016,1,,,,,,,1
11.7943,,,,,0.5732073,,,,5.635499,1,,,,,,,1
12.05935,,,,,0.5725377,,,,5.631553,1,,,,,,,1
12.33078,,,,,0.573479,,,,5.626882,1,,,,,,,1
12.58245,,,,,0.8934978,,,,4.761863,,,,,,,,1
12.84222,,,,,0.8942477,,,,4.765501,,,,,,,,1
13.09605,,,,,0.8875721,,,,4.778411,,,,,,,,1
13.3463,,,,,0.8853805,,,,4.784953,,,,,,,,1
13.60994,,,,,0.8954548,,,,4.777679,,,,,,,,1
13.87322,,,,,0.9000754,,,,4.776277,,,,,1,,,1
14.12825,,,,,0.9062551,,,,4.777152,,,,,1,,,1
14.39078,,,,,0.9133368,,,,4.777852,,,,,1,,,1
14.65473,,,,,0.9255107,,,,4.770755,,,,,1,,,1
14.90623,,,,,0.9399768,,,,4.756693,,,,,1,,,1
15.16968,,,,,0.9444749,,,,4.750349,,,,,1,,,1
15.43267,,,,,0.9422352,,,,4.754804,,,,,,,,1
15.68714,,,,,0.9395391,,,,4.759728,,,,,,,,1
15.94794,,,,,0.9259271,,,,4.760904,,,,,,,,1
16.20201,,,,,0.9100925,,,,4.763208,,,,,,,,1
16.63308,,,,,2.311764,,1,,3.586047,,,,,,,,1
16.89669,,,,,2.305922,,1,,3.586001,,,,,,,,1
17.1491,,,,,2.288874,,1,,3.592547,,,,,,,,1
17.40983,,,,,2.264022,,1,,3.595989,,,,,,,,1
17.68751,,,,,2.24605,,1,,3.594568,,,,,,,,1
17.9393,,,,,2.242004,,1,,3.588455,,,,,,,,1
18.3221,,,,,3.756505,1,,,1.928868,,,,,,,,1
18.58782,,,,,3.754785,1,,,1.930641,,,,,,,,1
18.84383,,,,,3.753006,1,,,1.932163,,,,,,,,1
19.09594,,,,,3.760422,1,,,1.934537,,,,,,,,1
19.34741,,,,,3.777529,1,,,1.945182,,,,,,,,1
19.60839,,,,,3.789057,1,,,1.966675,,,,,,,,1
19.86261,,,,,3.795499,1,,,1.97588,,,,,,,,1
20.12671,,,,,3.796653,1,,,1.985855,,,,,,,,1
20.38253,,,,,3.789445,1,,,2.006698,,,,,,,,1
20.6484,,,,,3.780725,1,,,2.029574,,,,,,,,1
20.89865,,1,1,1,4.799652,,,,2.790502,,,,,,,,1
21.16751,,1,1,1,4.800315,,,,2.80139,,,,,,,,1
21.42163,,1,1,1,4.81425,,,,2.798031,,,,,,,,1
21.68594,,1,1,1,4.812093,,,,2.795243,,,,,,,,1
21.93905,,1,1,1,4.806212,,,,2.797128,,,,,,,,1
22.20014,,1,1,1,4.795691,,,,2.834885,,,,,,,,1
22.45428,,1,1,1,4.771798,,,,2.881171,,,,,,,,1
22.70439,,1,1,1,4.766247,,,,2.921883,,,,,,,,1
22.95465,,1,1,1,4.767364,,,,2.97289,,,,,,,,1
23.21593,,1,1,1,4.776607,,,,3.041542,,,,,,,,1
23.48286,,1,1,1,4.792213,,,,3.103415,,,,,,,,1
23.74417,,1,1,1,4.804121,,,,3.149997,,,,,,,,1
23.99648,,1,1,1,4.81063,,,,3.193684,,,,,,,,1
24.26431,,1,1,1,4.825173,,,,3.221893,,,,,,,,1
24.5237,,1,1,1,4.821969,,,,3.214475,,,,,,,,1
24.77621,,1,1,1,4.802321,,,,3.153599,,,,,,,,1
25.02947,,1,1,1,4.765831,,,,3.027479,,,,,,,,1
25.29056,,1,1,1,4.714686,,,,2.885703,,,,,,,,1
25.54337,,1,1,1,4.663495,,,,2.772398,,,,,,,,1
25.80671,,1,1,1,4.621449,,,,2.724805,,,,,,,,1
26.07076,,1,1,1,4.579413,,,,2.714746,,,,,,,,1
26.33462,,1,1,1,4.547155,,,,2.701535,,,,,,,,1
26.58541,,1,1,1,4.543467,,,,2.689363,,,,,,,,1
26.83832,,1,1,1,4.550278,,,,2.68083,,,,,,,,1
27.1009,,1,1,1,4.56091,,,,2.677447,,,,,,,,1
27.36542,,1,1,1,4.562386,,,,2.668609,,,,,,,,1
27.61612,,1,1,1,4.558093,,,,2.657544,,,,,,,,1
27.86797,,1,1,1,4.553344,,,,2.650819,,,,,,,,1
28.11966,,1,1,1,4.552147,,,,2.649866,,,,,,,,1
28.38088,,1,1,1,4.555547,,,,2.653832,,,,,,,,1
28.65033,,,,,4.744104,,,,1.771808,,,,,,,,1
28.91321,,,,,4.773163,,,,1.819279,,,,,,,,1
29.17439,,,,,4.804899,,,,1.908563,,,,,,,,1
29.43889,,,,,4.79035,,,,1.973797,,,,,,,,1
29.7041,,,,,4.769631,,,,1.988034,,,,,,,,1
29.96818,,,,,4.748451,,,,1.978273,,,,,,,,1
30.23702,,,,,4.733701,,,,1.948221,,,,,,,,1
30.49935,,,,,4.715649,,,,1.919238,,,,,,,,1
30.76542,,,,,4.698702,,,,1.917951,,,,,,,,1
31.02579,,,,,4.696026,,,,1.928899,,,,,,,,
31.27744,,,,,4.703918,,,,1.932657,,,,,,,,1
31.52907,,,,,4.704305,,,,1.917908,,,,,,,,
31.79273,,,,,4.688978,,,,1.917847,,,,,,,,1
32.05679,,,,,4.687389,,,,1.922701,,,,,,,,
32.32148,,,,,4.705297,,,,1.922877,,,,,,,,1
32.57214,,,,,4.745107,,,,1.908338,,,,,,,,1
32.82481,,,,,4.775081,,,,1.887987,,,,,,,,1
33.08746,,,,,4.793736,,,,1.866792,,,,,,,,1
33.34088,,,,,4.800888,,,,1.850811,,,,,,,,1
33.60362,,,,,4.794531,,,,1.834924,,,,,,,,1
33.85499,,,,,4.790955,,,,1.82671,,,,,,,,1
34.11609,,,,,4.7895,,,,1.818025,,,,,,,,1
34.36983,,,,,4.786609,,,,1.813952,,,,,,,,
34.63074,,,,,4.785334,,,,1.815219,,,,,,,,1
34.88305,,,,,4.79024,,,,1.819076,,,,,,,,1
35.13391,,,,,4.796494,,,,1.823229,,,,,,,,
35.39653,,,,,4.815753,,,,1.826133,,,,,,,,
35.65036,,,,,4.843017,,,,1.826591,,,,,,,,1
35.915,,,,,4.873837,,,,1.819228,,,,,,,,1
36.18267,,,,,4.903071,,,,1.81318,,,,,,,,1
36.4408,,,,,4.918478,,,,1.81392,,,,,,,,1
36.69381,,,,,4.907006,,,,1.826842,,,,,,,,1
36.95917,,,,,4.867884,,,,1.842028,,,,,,,,1
37.2092,,,,,4.807626,,,,1.852645,,,,,,,,1
37.46035,,,,,4.776093,,,,1.857368,,,,,,,,1
37.72322,,,,,4.783918,,,,1.855924,,,,,,,,1
37.97653,,,,,4.791283,,,,1.855814,,,,,,,,1
38.23054,,,,,4.794992,,,,1.855486,,,,,,,,1
38.50497,,,,,4.794381,,,,1.853302,,,,,,,,1
38.76808,,,,,4.788669,,,,1.851774,,,,,,,,1
39.02038,,,,,6.045055,,,,1.65126,,,,,,,,1
39.28239,,,,,6.017688,,,,1.63308,,,,,,,,1
39.54709,,,,,5.953725,,,,1.603693,,,,,,,,1
39.79872,,,,,5.908109,,,,1.606647,,,,,,,,1
40.05033,,,,,5.897326,,,,1.628393,,,,,,,,1
40.31633,,,,,5.907246,,,,1.657948,,,,,,,,1
40.57737,,,,,5.921743,,,,1.684905,,,,,,,,1
40.84045,,,,,5.937181,,,,1.708445,,,,,,,,1
41.09119,,,,,5.950807,,,,1.722563,,,,,,,,1
41.3423,,,,,5.953258,,,,1.725602,,,,,,,,1
41.59318,,,,,5.946881,,,,1.725932,,,,,,,,1
41.84569,,,,,5.942636,,,,1.720785,,,,,,,,1
42.11098,,,,,5.943634,,,,1.719566,,,,,,,,1
42.3732,,,,,5.942536,,,,1.719434,,,,,,,,1
42.63397,,,,,5.943497,,,,1.69273,,,,,,,,1
42.89893,,,,,5.970254,,,,1.661045,,,,,,,,1
43.17717,,,,,6.013263,,,,1.663368,,,,,,,,1
43.43455,,,,,6.030695,,,,1.669062,,,,,,,,1
43.699,,,,,6.033068,,,,1.662174,,,,,,,,1
43.96263,,,,,6.037558,,,,1.657371,,,,,,,,1
44.21299,,,,,6.042536,,,,1.664926,,,,,,,,1
44.47341,,,,,6.049593,,,,1.679359,,,,,,,,1
44.72739,,,,,6.055897,,,,1.691025,,,,,,,,1
44.99166,,,,,6.060792,,,,1.702971,,,,,,,,1
45.24168,,,,,6.059194,,,,1.709375,,,,,,,,1
45.50888,,,,,6.058636,,,,1.72168,,,,,,,,1
45.77225,,,,,6.065544,,,,1.739912,,,1,,,,,1
46.03345,,,,,6.067764,,,,1.749606,,,1,,,,,1
46.28649,,,,,6.067934,,,,1.750813,,,1,,,,,1
46.5503,,,,,6.061407,,,,1.735755,,,1,,,,,1
46.81263,,,,,6.066443,,,,1.736098,,,1,,,,,1
47.07737,,,,,6.077752,,,,1.744932,,,1,,,,,1
47.33254,,,,,6.086658,,,,1.753373,,,1,,,,,1
47.59554,,,,,6.086896,,,,1.758058,,,1,,,,,1
47.85813,,,,,6.078415,,,,1.754322,,,1,,,,,1
48.11072,,,,,6.063009,,,,1.731855,,,1,,,,,1
48.36589,,,,,6.059493,,,,1.708967,,,1,,,,,1
48.62595,,,,,6.069138,,,,1.704538,,,1,,,,,1
48.88922,,,,,6.07604,,,,1.699754,,,1,,,,,1
49.15557,,,,,6.073339,,,,1.696543,,,1,,,,,1
49.41144,,,,,6.092949,,,,1.701385,,,1,,,,,1
49.66817,,,,,6.124926,,,,1.750732,,,1,,,,,1
49.91959,,,,,6.16556,,,,1.841056,,,1,,,,,1
50.22027,,,,,6.16556,,,,1.841056,,,1,,,,,1
50.519,,,,,6.16556,,,,1.841056,,,1,,,,,1
50.78456,,,,,6.16556,,,,1.841056,,,1,,,,,1
51.07562,,,,,6.16556,,,,1.841056,,,1,,,,,1
51.35038,,,,,6.16556,,,,1.841056,,,1,,,,,1
51.70549,,,,,6.16556,,,,1.841056,,,1,,,,,1
51.95756,,,,,6.950105,,,,2.682266,,,1,,,,,1
52.21106,,,,,6.950105,,,,2.682266,,,1,,,,,1
52.49802,,,,,6.950105,,,,2.682266,,,1,,,,,1
52.82623,,,,,6.950105,,,,2.682266,,,1,,,,,1
53.08046,,,,,6.950105,,,,2.682266,,,1,,,,,1
53.4223,,,,,6.950105,,,,2.682266,,,1,,,,,1
53.72456,,,,,6.950105,,,,2.682266,,,1,,,,,1
54.07849,,,,,6.950105,,,,2.682266,,,1,,,,,1
54.41182,,,,,6.950105,,,,2.682266,,,1,,,,,1
