time,67108863
0
0.3850151,
0.6466448,
0.9180018,
1.181781,
1.456435,
1.73189,
2.010906,
2.276345,
2.545939,
2.809797,
3.066681,
3.320295,
3.575926,
3.840687,
4.109404,
4.376515,
4.650844,
4.908393,
5.159292,
5.412975,
5.669702,
5.926974,
6.179875,
6.443363,
6.694353,
6.94497,
7.198638,
7.449847,
7.712516,
7.965102,
8.226583,
8.479198,
8.742866,
8.997164,
9.26159,
9.520313,
9.776488,
10.03558,
10.28573,
10.55153,
10.82013,
11.081,
11.34559,
11.60196,
11.8728,
12.13152,
12.39164,
12.65107,
12.90336,
13.15601,
13.40765,
13.66931,
13.9237,
14.18541,
14.43576,
14.70098,
14.97149,
15.23472,
15.49854,
15.75752,
16.01072,
16.26119,
16.76189,
17.01328,
17.27644,
17.53549,
17.79009,
18.04441,
18.30698,
18.57023,
18.82407,
19.08662,
19.33962,
19.60119,
19.85293,
20.11871,
20.36902,
20.63098,
20.88458,
21.13555,
21.40162,
21.66305,
21.93033,
22.19131,
22.44222,
22.69336,
22.962,
23.22211,
23.48502,
23.73534,
24.00095,
24.26532,
24.5197,
24.78104,
25.03222,
25.28252,
25.54702,
25.79921,
26.06498,
26.33249,
26.5901,
26.8514,
27.11201,
27.3701,
27.6328,
27.89721,
28.16065,
28.41095,
28.66135,
28.91238,
29.16554,
29.4303,
29.69526,
29.96238,
30.21498,
30.48029,
30.74089,
31.00541,
31.26722,
31.51932,
31.76943,
32.02214,
32.28215,
32.53529,
32.78642,
33.03702,
33.30039,
33.55059,
33.81131,
34.06746,
34.32896,
34.5816,
34.846,
35.10963,
35.36205,
35.62402,
35.87955,
36.14151,
36.39326,
36.65736,
36.9211,
37.17293,
37.42464,
37.70121,
37.97279,
38.22578,
38.47752,
38.7311,
38.99538,
39.2454,
39.51537,
39.77398,
40.02473
40.30653
40.56347
40.81633
41.09978
41.35987,
41.63578,
41.88818,
42.15392,
42.41582,
42.68187,
42.94097,
43.19917,
43.45275,
43.71358,
43.98526,
44.23577,
44.50356,
44.77147,
45.0304,
45.29921,
45.56898,
45.89566,
46.15244,
46.42577,
46.67915,
46.93239,
47.19162,
47.47219,
47.72547,
47.97773,
48.2368,
48.48991,
48.74228,
48.99261,
49.25561,
49.50681,
49.77016,
50.02234,
50.28402,
50.53593,
50.78755,
51.05112,
51.30349,
51.56736,
51.81758,
52.08031,
52.33272,
52.58371,
52.83502,
53.09893,
53.36309,
53.62675,
53.87878,
54.12975,
54.39077,
54.64186,
54.89492,
55.16176,
55.42146,
55.67602,
55.93821,
56.18946,
56.45284,
56.70817,
56.96609,
57.2174,
57.47235,
57.73174,
57.99852,
58.26233,
58.51336,
58.76647,
59.04071,
59.29203,
59.5445,
59.81015,
60.07419,
60.33105,
60.58698,
60.83805,
61.09209,
61.3432,
61.61539,
61.88277,
62.14753,
62.3984,
62.64902,
62.90091,
