time,Stimuli_Woman&KnockingSoundResume_trigger,Stimuli_KnockingSoundResume_trigger,Stimuli_Woman&KnockingSoundPause_trigger,Stimuli_DoorOpeningSound_trigger,Stimuli_DoorOpeningSound_distance,Stimuli_WomanSound_trigger,Stimuli_DoorKnockingSound_trigger,Stimuli_DoorFrontArea_trigger,Stimuli_DoorFrontArea_distance,Stimuli_EnvironmentSound_trigger,ClosetDoor_Handle_trigger,RedDoor_Lock_trigger,RedDoor_Handle_trigger,Door_3_Handle_trigger,Door_2_Handle_trigger,RightHandLight_trigger,LeftHandLight_trigger
0,,,,,6.810084,,,,11.93666,,,,,,,,
0.3850151,,,,,7.455746,,,,12.63297,,,,,,,,
0.6466448,,,,,7.489404,,,,12.66665,,,,,,,,
0.9180018,,,,,7.524715,,,,12.70016,,,,,,,,
1.181781,,,,,7.551258,,,,12.72642,,,,,,,,
1.456435,,,,,7.564341,,,,12.73931,,,,,,,,
1.73189,,,,,5.557034,,,,10.77373,,,,,,,,
2.010906,,,,,5.553757,,,,10.77132,,,,,,,,
2.276345,,,,,4.359495,,,,9.610594,,,,,,,,
2.545939,,,,,4.355066,,,,9.605032,,,,,,,,
2.809797,,,,,4.356643,,,,9.606383,,,,,,,,
3.066681,,,,,4.361309,,,,9.612072,,,,,,,,
3.320295,,,,,3.329578,,,,8.582526,,,,,,,,
3.575926,,,,,3.330011,,,,8.581657,,,,,,,,
3.840687,,,,,3.320484,,,,8.572351,,,,,,,,
4.109404,,,,,3.300061,,,,8.55178,,,,,,,,
4.376515,,,,,3.295364,,,,8.546383,,,,,,,,
4.650844,,,,,3.293097,,,,8.543724,,,,,,,,
4.908393,,,,,3.305018,,,,8.554708,,,,,,,,
5.159292,,,,,2.886753,,,,8.127975,,,,,,,,
5.412975,,,,,2.858859,,,,8.099191,,,,,,,,
5.669702,,,,,2.86945,,,,8.107109,,,,,,,,
5.926974,,,,,2.890568,,,,8.12957,,,,,,,,
6.179875,,,,,2.89188,,,,8.134585,,,,,,,,
6.443363,,,,,2.896658,,,,8.145761,,,,,,,,1
6.694353,,,,,2.904778,,,,8.15531,,,,,,,,
6.94497,,,,,2.902824,,,,8.15464,,,,,,,,
7.198638,,,,,2.904999,,,,8.157996,,,,,,,,1
7.449847,,,,,2.907388,,,,8.160581,,,,,,,,1
7.712516,,,,,2.903504,,,,8.15596,,,,,,,,1
7.965102,,,,,1.779037,,,,7.030359,,,,,,,,1
8.226583,,,,,1.782083,,,,7.031311,,,,,,,,1
8.479198,,,,,1.790608,,,,7.037076,,,,,,,,1
8.742866,,,,,1.796038,,,,7.040896,,,,,,,,1
8.997164,,,,,1.795862,,,,7.040006,,,,,,,,1
9.26159,,,,,1.803154,,,,7.04763,,,,,,,,1
9.520313,,,,,1.811464,,,,7.057701,,,,,,,,1
9.776488,,,,,1.80655,,,,7.05212,,,,,,,,1
10.03558,,,,,1.801977,,,,7.046702,,,,,,,,1
10.28573,,,,,1.791331,,,,7.034565,,,,,,,,1
10.55153,,,,,1.773339,,,,7.014762,,,,,,,,1
