time,ChestTurnRight,ChestTurnLeft
62.14753,,0.09687478
62.3984,,0.2339926
62.64902,,0.260115
62.90091,,0.1941256
63.16962,,0.1403651
63.44563,,0.1690561
63.70659,,0.1816974
63.9583,,0.2364146
64.22372,,0.1746116
64.48639,,0.06369876
64.73792,,0.0676389
64.99389,,0.04727839
65.2499,,0.03746503
65.51921,0.00361175,
65.77003,0.05435118,
66.02853,0.1042108,
66.28242,0.1254422,
66.54673,0.1224857,
66.80953,0.09180488,
67.07401,0.01874596,
67.32883,,0.04820773
67.58971,,0.09769763
67.84214,,0.06052276
68.10536,,0.004978459
68.36623,0.1373484,
68.61888,0.07382344,
68.87375,,0.02715383
69.13454,,0.06068364
69.38783,,0.06465458
69.65224,,0.1011235
69.91611,,0.1016795
70.16628,,0.09774851
70.43085,,0.1032599
70.69316,,0.1247026
70.96385,,0.1330501
71.22449,,0.162515
71.47737,,0.1708378
71.73855,,0.1723633
72.00416,,0.1546064
72.26742,,0.1228922
72.53317,,0.1109428
72.78355,,0.1238926
73.04098,,0.1173915
73.29807,,0.1074385
73.56287,,0.09111767
73.82924,,0.07957491
74.09279,,0.06996945
74.3551,,0.04092835
74.62041,,0.07273615
74.8707,,0.1003027
75.12589,,0.1279755
75.38795,,0.1314169
75.65169,,0.1283694
75.91573,,0.08408079
76.17803,,0.03314021
76.44231,,0.008811434
76.69466,,0.003625102
76.94482,0.009618862,
77.2085,0.05234374,
77.46165,0.05991249,
77.71389,0.07734446,
77.96934,0.09348273,
78.22115,0.1159934,
78.47908,0.1361324,
78.73879,0.1402046,
79.00299,0.1468298,
79.27667,0.1655957,
79.53636,0.1715427,
79.80931,0.1707853,
80.06014,0.1654902,
80.31618,0.1573417,
80.56718,0.1488159,
80.82967,0.1473528,
81.0808,0.1514613,
81.34801,0.1369108,
81.60841,0.05252086,
81.85892,,0.04680295
82.10905,,0.1140358
82.37492,,0.164167
82.62926,,0.1554366
82.88818,,0.1412808
83.15402,,0.1162942
83.406,,0.06607768
83.6566,0.01992309,
83.91889,0.08571123,
84.17302,0.1214911,
84.43761,0.1214805,
84.69699,0.09527586,
84.95139,0.08442184,
85.20385,0.08493001,
85.46484,0.08472722,
85.72705,0.05367909,
85.99343,,0.06991649
86.24815,,0.1184064
86.50818,,0.1663472
86.76716,,0.2054625
87.02443,,0.224966
87.28534,,0.213512
87.5388,,0.2446192
87.80116,,0.2656253
88.05384,,0.2883904
88.3078,,0.29996
88.57202,,0.2901398
88.82346,,0.2812943
89.07381,,0.2845609
89.33637,,0.2874809
89.61245,,0.2919033
89.86445,,0.3709941
90.12868,,0.4584966
90.39509,,0.5369338
90.67226,,0.6595842
90.93567,,0.6414007
91.20219,,0.5854214
91.46004,,0.4477629
91.71255,,0.315237
91.96629,,0.2024021
92.23184,,0.09768323
92.48398,0.0009325486,
92.74697,0.1346005,
93.00139,0.1375094,
93.26121,0.113696,
93.51497,0.05241346,
93.77946,,0.04825986
94.04398,,0.1149735
94.30999,,0.06896525
94.57127,,0.01282064
94.83411,,0.1422805
95.08576,,0.1185541
95.3376,0.1682018,
95.59915,0.06206339,
95.85243,0.0446461,
96.11058,0.08995199,
96.36632,0.2424591,
96.62933,0.3018451,
96.88279,0.2816938,
97.13409,0.2335401,
97.39997,0.2502513,
97.65742,0.2620523,
97.91991,0.2703956,
98.17648,0.2706096,
98.44068,0.2611009,
98.71103,0.2692932,
98.97371,0.2716059,
99.23476,0.2706348,
99.50147,0.2642523,
99.75931,0.2546821,
100.0175,0.2508204,
100.2792,0.2400404,
100.5435,0.09033728,
100.7977,,0.062086
101.0587,,0.1382377
101.3104,,0.2338115
101.5661,,0.3654862
101.824,,0.4915206
102.0746,,0.5734647
102.3252,,0.6739349
102.5752,,0.6701707
102.842,,0.6329318
103.1026,,0.6023127
103.3679,,0.3851251
103.6357,,0.3952474
103.9085,,0.3091481
104.1626,,0.2230579
104.4238,,0.301039
104.6768,,0.3812169
104.9275,,0.3974359
105.1829,,0.4223142
105.4424,,0.4437656
105.7119,,0.4596548
105.9623,,0.4736531
106.2248,,0.3959684
106.4913,,0.465641
106.766,,0.5585242
107.0176,,0.6112213
107.2741,,0.6306272
107.5327,,0.6415349
107.7958,,0.6417092
108.0618,,0.6327107
108.314,,0.6655261
108.5643,,0.7385559
108.8269,,0.8082078
109.0806,,0.8585173
109.3424,,0.9380559
109.6092,,0.999263
109.8752,,1.042901
110.1369,,0.9498399
110.3999,,0.9831067
110.6513,,1.158508
110.9046,,1.258677
111.1652,,1.04234
111.4188,,0.8355471
111.6787,,0.7845382
111.9498,,0.9156669
112.217,,1.208682
112.4824,,1.26256
112.7403,,1.091562
112.9903,,0.9037777
113.2519,,0.7902701
113.5056,,0.9185944
113.7675,,1.094818
114.042,,1.200496
114.2993,,1.367851
114.5642,,1.320261
114.8252,,1.191909
115.0941,,1.159002
115.3573,,1.183986
115.6152,,1.294466
115.876,,1.428687
116.137,,1.481783
116.4023,,1.4855
116.6641,,1.420663
116.9158,,1.424929
117.17,,1.426518
117.4202,,1.515537
117.696,,1.739342
117.9578,1.963732,
118.2113,1.679811,
118.4766,1.484818,
118.7342,1.4319,
119.0057,1.601761,
119.2703,1.709682,
119.5437,1.755394,
119.7965,1.934128,
120.0592,,1.903931
120.3111,,1.863264
120.5673,,1.942768
120.829,1.954447,
121.0804,1.9053,
121.3318,,1.961014
121.5938,,1.840362
121.8539,,1.748165
122.1146,,1.853703
122.3744,,1.987208
122.6414,1.835409,
122.9064,1.80359,
123.1787,1.858427,
123.4441,1.976354,
123.6969,,1.898603
123.9607,,1.817505
124.2209,,1.877238
124.4897,1.958005,
124.752,,1.970273
125.0053,,1.937333
125.2689,,1.900422
125.5321,,1.86432
125.7848,,1.847654
126.0468,,1.886651
126.3017,,1.928403
126.5523,1.976403,
126.8097,1.935774,
127.0664,1.935122,
127.3237,1.90767,
127.5966,1.822061,
127.8507,1.8801,
128.1095,1.9355,
128.3596,,1.938766
128.6158,,1.935086
128.8748,,1.953459
129.1277,1.997938,
129.3927,,1.976375
129.6547,,1.93911
129.9198,,1.939913
130.1722,,1.950106
130.4336,,1.900926
130.6856,,1.884971
130.948,,1.996348
131.2,,1.940473
131.4635,,1.873453
131.7137,,1.837572
131.9698,,1.81434
132.2298,,1.776483
132.4851,,1.746232
132.7493,,1.759953
133.0041,,1.805073
133.2605,,1.827884
133.5124,,1.875914
133.7643,,1.907509
134.0256,,1.852261
134.2909,,1.818213
134.5538,,1.78477
134.8048,,1.733057
135.0615,,1.707864
135.3237,,1.650181
135.585,,1.713583
135.84,,1.632818
136.1017,,1.59344
136.3522,,1.614137
136.6133,,1.556292
136.8723,,1.513514
137.1357,,1.539983
137.4088,,1.608011
137.6708,,1.726528
137.9275,,1.756312
138.187,,1.753987
138.4415,,1.743932
138.7005,,1.757024
138.9565,,1.769011
139.2196,,1.771614
139.4706,,1.786097
139.7361,,1.766039
139.9914,,1.802045
140.2613,,1.827207
140.5166,,1.841401
140.7677,,1.798757
141.0361,,1.657905
141.2943,,1.63009
141.5465,,1.719664
141.8143,,1.812814
142.0855,,1.801386
142.3413,,1.807635
142.6042,,1.791693
142.8544,,1.772645
143.1062,,1.776771
143.3674,,1.8117
143.6348,,1.809457
143.8853,,1.757573
144.1369,,1.766178
144.3875,,1.723644
144.6473,,1.696676
144.9001,,1.701485
145.1662,,1.74377
145.427,,1.734547
145.6816,,1.828191
145.9318,,1.880532
146.1953,,1.95413
146.4564,1.908083,
146.7114,1.735557,
146.9725,1.573848,
147.2261,1.479999,
147.4844,1.450279,
147.7406,1.437307,
147.9917,1.396449,
148.2546,1.393902,
148.5194,1.382187,
148.7733,1.399601,
149.0356,1.402284,
149.2856,1.39388,
149.5502,1.400676,
149.8119,1.42783,
150.0674,1.412293,
150.318,1.464586,
150.5784,1.594072,
150.8296,1.613774,
151.0804,1.573575,
151.3325,1.513787,
151.5987,1.536109,
151.8631,1.554995,
152.1282,1.601046,
152.3899,1.640352,
152.6556,1.67558,
152.9056,1.69107,
153.157,1.801378,
153.4197,1.866617,
153.6727,1.88612,
153.9232,1.936228,
154.1833,1.986563,
154.4391,,1.972094
154.6999,,1.982559
154.9638,,1.930345
155.2278,,1.897494
155.4839,,1.905144
155.7456,,1.967618
156.0069,1.997802,
156.2653,1.963266,
156.5246,1.923157,
156.7873,1.719861,
157.0392,1.843441,
157.3056,1.985026,
157.5574,,1.927825
157.8224,,1.943131
158.0977,,1.948565
158.3578,,1.99048
158.6097,1.981867,
158.863,1.984554,
159.1223,,1.977186
159.3801,,1.925168
159.6448,,1.920689
159.907,,1.914148
160.1577,,1.939747
160.4082,,1.951257
160.6617,,1.957185
160.9232,,1.986708
161.1892,,1.975043
161.44,,1.982332
161.7062,,1.980266
161.9679,,1.970128
162.2316,,1.966712
162.4833,,1.965086
162.7338,,1.956591
163.0006,,1.98526
163.2519,1.989484,
163.5023,,1.973395
163.7666,,1.858802
164.0303,,1.855783
164.291,,1.881513
164.5442,,1.929144
164.7973,,1.918489
165.0607,,1.881931
165.3258,,1.817714
165.5794,,1.837463
165.8383,,1.822951
166.0906,,1.803331
166.3409,,1.82389
166.5924,,1.87919
166.8434,,1.875661
167.1039,,1.855406
167.3564,,1.881932
167.6066,,1.903462
167.8573,,1.929181
168.1099,,1.977927
168.3694,,1.97593
168.6252,,1.937316
168.8862,,1.941599
169.1503,,1.912201
169.4043,,1.853189
169.6547,,1.772949
169.9143,,1.634182
170.17,,1.452093
170.4322,,1.144541
170.6979,,0.6856338
170.9498,,0.2968843
171.1998,,0.1442948
171.4734,,0.4225335
171.7306,,0.3701913
171.9904,,0.3370874
172.2426,,0.300689
172.593
