time,Stimuli_Woman&KnockingSoundResume_trigger,Stimuli_KnockingSoundResume_trigger,Stimuli_Woman&KnockingSoundPause_trigger,Stimuli_DoorOpeningSound_trigger,Stimuli_DoorOpeningSound_distance,Stimuli_WomanSound_trigger,Stimuli_DoorKnockingSound_trigger,Stimuli_DoorFrontArea_trigger,Stimuli_DoorFrontArea_distance,Stimuli_EnvironmentSound_trigger,ClosetDoor_Handle_trigger,RedDoor_Lock_trigger,RedDoor_Handle_trigger,Door_3_Handle_trigger,Door_2_Handle_trigger,RightHandLight_trigger,LeftHandLight_trigger
0,,,,,6.810084,,,,11.93666,,,,,,,,
0.3117621,,,,,6.810084,,,,11.93666,,,,,,,,
0.5688498,,,,,6.810084,,,,11.93666,,,,,,,,
0.8300813,,,,,6.810084,,,,11.93666,,,,,,,,
1.092262,,,,,6.810084,,,,11.93666,,,,,,,,
1.344917,,,,,6.810084,,,,11.93666,,,,,,,,
1.598843,,,,,6.810084,,,,11.93666,,,,,,,,
1.861104,,,,,6.810084,,,,11.93666,,,,,,,,
2.118008,,,,,6.810084,,,,11.93666,,,,,,,,
2.37644,,,,,6.810084,,,,11.93666,,,,,,,,
2.627904,,,,,6.810084,,,,11.93666,,,,,,,,
2.884154,,,,,6.810084,,,,11.93666,,,,,,,,
3.147541,,,,,6.810084,,,,11.93666,,,,,,,,
3.41233,,,,,6.810084,,,,11.93666,,,,,,,,
3.664706,,,,,6.810084,,,,11.93666,,,,,,,,
3.999972,,,,,6.810084,,,,11.93666,,,,,,,,
4.327238,,,,,6.810084,,,,11.93666,,,,,,,,
4.689027,,,,,6.810084,,,,11.93666,,,,,,,,
4.93926,,,,,6.810084,,,,11.93666,,,,,,,,
5.215654,,,,,6.810084,,,,11.93666,,,,,,,,
5.465684,,,,,6.810084,,,,11.93666,,,,,,,,
5.716778,,,,,6.810084,,,,11.93666,,,,,,,,
6.091856,,,,,6.810084,,,,11.93666,,,,,,,,
6.460334,,,,,6.810084,,,,11.93666,,,,,,,,
6.745552,,,,,6.810084,,,,11.93666,,,,,,,,
7.065156,,,,,6.810084,,,,11.93666,,,,,,,,
7.348661,,,,,6.810084,,,,11.93666,,,,,,,,
7.656348,,,,,6.810084,,,,11.93666,,,,,,,,
7.925266,,,,,6.810084,,,,11.93666,,,,,,,,
8.186365,,,,,6.810084,,,,11.93666,,,,,,,,
8.513816,,,,,6.810084,,,,11.93666,,,,,,,,
8.785171,,,,,6.810084,,,,11.93666,,,,,,,,
9.057618,,,,,6.810084,,,,11.93666,,,,,,,,
9.41666,,,,,6.810084,,,,11.93666,,,,,,,,
9.695755,,,,,7.32492,,,,12.51485,,,,,,,,
9.997737,,,,,7.309662,,,,12.49632,,,,,,,,
10.29222,,,,,7.253129,,,,12.42945,,,,,,,,
10.56037,,,,,7.175736,,,,12.34712,,,,,,,,
10.82756,,,,,7.104565,,,,12.27785,,,,,,,,
11.09842,,,,,7.078441,,,,12.25304,,,,,,,,
11.35224,,,,,7.090893,,,,12.26763,,,,,,,,
11.62852,,,,,7.146043,,,,12.32777,,,,,,,,
11.88117,,,,,7.237478,,,,12.42657,,,,,,,,
12.13542,,,,,7.360889,,,,12.55916,,,,,,,,
12.43547,,,,,7.49553,,,,12.70214,,,,,,,,
12.68571,,,,,7.573628,,,,12.78214,,,,,,,,
12.96329,,,,,7.603072,,,,12.80972,,,,,,,,
13.23847,,,,,7.56833,,,,12.77229,,,,,,,,
13.52453,,,,,7.522272,,,,12.72128,,,,,,,,
13.79784,,,,,7.499584,,,,12.69641,,,,,,,,
14.05655,,,,,7.490112,,,,12.68569,,,,,,,,
14.3309,,,,,7.511653,,,,12.70879,,,,,,,,
14.58293,,,,,7.541935,,,,12.74549,,,,,,,,
14.83434,,,,,7.584899,,,,12.79368,,,,,,,,
15.08595,,,,,7.6131,,,,12.82426,,,,,,,,
15.34919,,,,,7.616998,,,,12.82822,,,,,,,,
15.62178,,,,,7.602791,,,,12.81266,,,,,,,,
15.89901,,,,,4.96555,,,,10.20782,,,,,,,,
16.15088,,,,,4.941581,,,,10.18005,,,,,,,,
16.40377,,,,,4.942174,,,,10.17786,,,,,,,,
16.68097,,,,,4.952118,,,,10.18926,,,,,,,,
16.93551,,,,,4.943631,,,,10.18379,,,,,,,,
17.21151,,,,,4.927313,,,,10.1693,,,,,,,,
17.46306,,,,,4.903287,,,,10.14491,,,,,,,,
17.72324,,,,,3.066648,,,,8.323726,,,,,,,,
17.99029,,,,,3.026738,,,,8.283545,,,,,,,,
18.27328,,,,,2.994334,,,,8.249779,,,,,,,,
18.54599,,,,,2.98015,,,,8.232662,,,,,,,,
18.82681,,,,,3.005893,,,,8.256172,,,,,,,,1
19.10457,,,,,3.029601,,,,8.282274,,,,,,,,1
19.35669,,,,,3.084094,,,,8.33975,,,,,,,,1
19.60821,,,,,3.110318,,,,8.370252,,,,,,,,1
19.88877,,,,,3.127478,,,,8.389986,,,,,,,,1
20.1615,,,,,3.135751,,,,8.398951,,,,,,,,1
20.41218,,,,,3.139406,,,,8.402742,,,,,,,,1
20.66686,,,,,3.151482,,,,8.414831,,,,,,,,1
20.94637,,,,,1.917155,,,,7.178444,,,,,,,,1
21.19924,,,,,1.923514,,,,7.184343,,,,,,,,1
21.45582,,,,,1.926415,,,,7.186821,,,,,,,,1
21.72367,,,,,1.953229,,,,7.212048,,,,,,,,1
21.97631,,,,,1.990212,,,,7.246809,,,,,,,,1
22.25144,,,,,2.041463,,,,7.29587,,,,,,,,1
22.50612,,,,,2.070586,,,,7.324638,,,,,,,,1
22.78268,,,,,2.075829,,,,7.330551,,,,,,,,1
23.03641,,,,,2.065907,,,,7.321542,,,,,,,,1
23.31115,,,,,2.046128,,,,7.302382,,,,,,,,1
23.56298,,,,,2.031024,,,,7.287698,,,,,,,,1
23.84146,,,,,2.002904,,,,7.259815,,,,,,,,1
24.09204,,,,,1.991164,,,,7.24788,,,,,,,,1
24.3461,,,,,1.989112,,,,7.245514,,,,,,,,1
24.62189,,,,,2.001832,,,,7.256592,,,,,,,,1
24.87467,,,,,2.031511,,,,7.282908,,,,,,,,1
25.15137,,,,,2.107132,,,,7.352355,,,,,,,,1
25.42966,,,,,2.143659,,,,7.389053,,,,,,,,1
25.68026,,,,,2.151322,,,,7.396179,,,,,,,,1
25.9305,,,,,2.145151,,,,7.389829,,,,,,,,1
26.20728,,,,,2.122662,,,,7.369349,,,,,,,,1
26.46099,,,,,2.059155,,,,7.311282,,,,,,,,1
26.7114,,,,,2.041492,,,,7.295886,,,,,,,,1
26.98945,,,,,2.030553,,,,7.284941,,,,,,,,1
27.26821,,,,,2.013102,,,,7.267309,,,,,,,,1
27.51964,,,,,1.945261,,,,7.199651,,,,,,,,1
27.76976,,,,,1.824217,,,,7.081041,,,,,,,,1
28.04671,,,,,1.721132,,,,6.979991,,,,,,,,1
28.29688,,,,,1.707512,,,,6.966798,,,,,,,,1
28.55029,,,,,1.720685,,,,6.979744,,,,,,,,1
28.82715,,,,,1.736922,,,,6.99569,,,,,,,,1
29.08466,,,,,1.731114,,,,6.990015,,,,,,,,1
29.35044,,,,,1.719474,,,,6.9772,,,,,,,,1
29.60757,,,,,1.702211,,,,6.956453,,,,,,,,1
29.87414,,,,,1.613737,,,,6.868989,,,,,,,,1
30.13876,,,,,1.483245,,,,6.741565,,,,,,,,1
30.40299,,,,,1.451837,,,,6.707363,,,,,,,,1
30.66618,,,,,1.479709,,,,6.733277,,,,,,,,1
30.93064,,,,,1.564734,,,,6.815053,,,,,,,,1
31.19784,,,,,1.696243,,,,6.942338,,,,,,,,1
31.47301,,,,,1.794417,,,,7.034151,,,,,,,,1
31.72412,,,,,1.777225,,,,7.018,,,,,,,,1
31.98734,,,,,1.642213,,,,6.887552,,,,,,,,1
32.24198,,,,,1.423972,,,,6.676475,,,,,,,,1
32.50337,,,,,1.306454,,,,6.562585,,,,,,,,1
32.75634,,,,,1.282095,,,,6.536877,,,,,,,,1
33.0232,,,,,1.331233,,,,6.579789,,,,,,,,1
33.28247,,,,,1.363906,,,,6.61131,,,,,,,,1
33.53504,,,,,1.347136,,,,6.596281,,,,,,,,1
33.79938,,,,,1.338248,,,,6.588191,,,,,,,,1
34.04981,,,,,1.339902,,,,6.589827,,,,,,,,1
34.30104,,,,,1.339201,,,,6.588995,,,,,,,,1
34.65939,,,,,1.870956,,,,6.429739,,,,,,,,1
