time,Stimuli_Woman&KnockingSoundResume_trigger,Stimuli_KnockingSoundResume_trigger,Stimuli_Woman&KnockingSoundPause_trigger,Stimuli_DoorOpeningSound_trigger,Stimuli_DoorOpeningSound_distance,Stimuli_WomanSound_trigger,Stimuli_DoorKnockingSound_trigger,Stimuli_DoorFrontArea_trigger,Stimuli_DoorFrontArea_distance,Stimuli_EnvironmentSound_trigger,ClosetDoor_Handle_trigger,RedDoor_Lock_trigger,RedDoor_Handle_trigger,Door_3_Handle_trigger,Door_2_Handle_trigger,RightHandLight_trigger,LeftHandLight_trigger
16.02352,,1,1,1,5.080692,,,,2.702222,,,,,,,,
16.28657,,1,1,1,4.994345,,,,2.674784,,,,,,,,
16.54612,,1,1,1,4.958462,,,,2.665277,,,,,,,,
16.81952,,1,1,1,4.916067,,,,2.708722,,,,,,,,
17.07344,,1,1,1,4.878289,,,,2.773068,,,,,,,,
17.33676,,1,1,1,4.854034,,,,2.805507,,,,,,,,
17.58747,,,,,1.376864,,,,4.4856,,,,,,,,
17.83916,,,,,1.362293,,,,4.496749,,,,,,,,
18.09665,,,,,1.870166,,,,7.052924,,,,,,,,
18.35206,,,,,1.871269,,,,7.054452,,,,,,,,
18.61118,,,,,1.878688,,,,7.066702,,,,,,,,
18.87818,,,,,1.881533,,,,7.071064,,,,,,,,
19.13995,,,,,1.87175,,,,7.058822,,,,,,,,
19.40489,,,,,1.853269,,,,7.036559,,,,,,,,
19.66828,,,,,1.83006,,,,7.008451,,,,,,,,
19.93266,,,,,2.865796,,,,7.930586,,,,,,,,
20.18654,,,,,2.800353,,,,7.8606,,,,,,,,
20.4508,,,,,2.731149,,,,7.791219,,,,,,,,
20.70345,,,,,2.69395,,,,7.763142,,,,,,,,
20.97661,,,,,2.680388,,,,7.746914,,,,,,,,
21.24385,,,,,2.675895,,,,7.727419,,,,,,,,
21.49574,,,,,2.637266,,,,7.673773,,,,,,,,
21.75806,,,,,2.635295,,,,7.689453,,,,,,,,
22.02217,,,,,2.670288,,,,7.745589,,,,,,,,
22.2871,,,,,2.67591,,,,7.762374,,,,,,,,
22.55164,,,,,2.672515,,,,7.767871,,,,,,,,
22.80186,,,,,2.65792,,,,7.75896,,,,,,,,
23.05278,,,,,2.994386,,,,8.25311,,,,,,,,
23.30453,,,,,2.948708,,,,8.205795,,,,,,,,
23.55599,,,,,2.907987,,,,8.163159,,,,,,,,
23.82506,,,,,2.884162,,,,8.139192,,,,,,,,1
24.08512,,,,,2.868071,,,,8.126392,,,,,,,,1
24.34915,,,,,2.87046,,,,8.130816,,,,,,,,1
24.62074,,,,,1.564483,,,,6.459739,,,,,,,,1
24.87557,,,,,1.544026,,,,6.459283,,,,,,,,1
25.13879,,,,,1.534413,,,,6.466362,,,,,,,,1
25.40611,,,,,1.776217,,,,4.865325,,,,,,,,1
25.65772,,,,,1.767305,,,,4.870008,,,,,,,,1
25.90853,,,,,3.309028,,,,3.466097,,,,,,,,1
26.15888,,,,,3.316657,,,,3.475537,,,,,,,,1
26.41008,,,,,3.33277,,,,3.480294,,,,,,,,1
26.67232,,,1,,4.857275,,,,3.027935,,,,,,,,1
26.92625,,,1,,4.867091,,,,3.031173,,,,,,,,1
27.19351,,,1,,4.882619,,,,3.056498,,,,,,,,1
27.45094,,,1,,4.897333,,,,3.08074,,,,,,,,1
27.70242,,,1,,4.920104,,,,3.109056,,,,,,,,1
27.96045,,,1,,4.971552,,,,3.158721,,,,,,,,1
28.21622,,,1,,5.020146,,,,3.219344,,,,,,,,1
28.46758,,,1,,5.044665,,,,3.271116,,,,,,,,1
28.73957,,,1,,5.038296,,,,3.318716,,,,,,,,1
28.9932,,,1,,5.023736,,,,3.329868,,,,,,,,1
29.24833,,,1,,5.012567,,,,3.302341,,,,,,,,1
29.51701,,,1,,5.019977,,,,3.235895,,,,,,,,1
29.78776,,,1,,4.964064,,,,3.090564,,,,,,,,1
30.04177,,,1,,4.872966,,,,3.010706,,,,,,,,1
30.29317,,,1,,4.810072,,,,2.964903,,,,,,,,1
30.54399,,,1,,4.793474,,,,2.912161,,,,,,,,1
30.80745,,,1,,4.812503,,,,2.835607,,,,,,,,1
31.0705,,,1,,4.798503,,,,2.766493,,,,,,,,1
31.33648,,,1,,4.760289,,,,2.721889,,,,,,,,1
31.59939,,,1,,4.72516,,,,2.692374,,,,,,,,1
31.85333,,,1,,4.710201,,,,2.672968,,,,,,,,1
32.11599,,,1,,4.703754,,,,2.657776,,,,,,,,1
32.3788,,,1,,4.696793,,,,2.660705,,,,,,,,1
32.62919,,,1,,4.679721,,,,2.67901,,,,,,,,1
32.88366,,,1,,4.662225,,,,2.690347,,,,,,,,1
33.13409,,,1,,4.66647,,,,2.691308,,,,,,,,1
33.39597,,,,,4.675771,,,,1.872344,,,,,,,,1
33.64729,,,,,4.734658,,,,1.930123,,,,,,,,1
33.91505,,,,,4.738307,,,,2.036222,,,,,,,,1
34.1788,,,,,4.723587,,,,2.088343,,,,,,,,1
34.43999,,,,,4.71791,,,,2.117207,,,,,,,,1
34.69234,,,,,4.715549,,,,2.130482,,,,,,,,1
34.94312,,,,,4.711476,,,,2.133962,,,,,,,,1
35.2076,,,,,4.713342,,,,2.131279,,,,,,,,1
35.47046,,,,,4.707389,,,,2.126269,,,,,,,,1
35.73899,,,,,4.703951,,,,2.119812,,,,,,,,1
36.01471,,,,,4.704902,,,,2.120482,,,,,,,,1
36.28039,,,,,4.698583,,,,2.12302,,,,,,,,1
36.54129,,,,,4.690868,,,,2.124405,,,,,,,,1
36.7948,,,,,4.696306,,,,2.112222,,,,,,,,1
37.05751,,,,,4.711614,,,,2.05076,,,,,,,,1
37.32257,,,,,4.713601,,,,2.026924,,,,,,,,1
37.57471,,,,,4.732675,,,,2.022713,,,,,,,,1
37.83799,,,,,4.743757,,,,2.014972,,,,,,,,1
38.08919,,,,,4.747715,,,,2.016993,,,,,,,,1
38.35246,,,,,4.739342,,,,2.025909,,,,,,,,1
38.60793,,,,,4.730912,,,,2.035498,,,,,,,,1
38.86843,,,,,4.726513,,,,2.050722,,,,,,,,1
39.13479,,,,,4.732318,,,,2.060778,,,,,,,,1
39.38659,,,,,5.593907,,,,1.607206,,,,,,,,1
39.64802,,,,,5.58785,,,,1.582163,,,,,,,,1
39.91212,,,,,5.544198,,,,1.520734,,,,,,,,1
40.17604,,,,,5.466702,,,,1.513005,,,,,,,,1
40.42701,,,,,5.426268,,,,1.58331,,,,,,,,1
40.69207,,,,,5.416968,,,,1.637698,,,,,,,,1
40.95467,,,,,5.421687,,,,1.666943,,,,,,,,1
41.22383,,,,,5.440485,,,,1.707254,,,,,,,,1
41.49694,,,,,5.456913,,,,1.722285,,,,,,,,1
41.75976,,,,,5.459675,,,,1.71523,,,,,,,,1
42.01558,,,,,5.45783,,,,1.711956,,,,,,,,1
42.28993,,,,,5.454849,,,,1.711688,,,,,,,,1
42.54084,,,,,5.457371,,,,1.713463,,,,,,,,1
42.79632,,,,,5.463703,,,,1.71485,,,,,,,,1
43.05944,,,,,5.465956,,,,1.685844,,,,,,,,1
43.31874,,,,,5.517079,,,,1.606699,,,,,,,,1
43.56955,,,,,5.578097,,,,1.583352,,,,,,,,1
43.82772,,,,,5.603389,,,,1.57552,,,,,,,,1
44.10191,,,,,5.620968,,,,1.588575,,,,,,,,1
44.35375,,,,,5.672133,,,,1.618603,,,,,,,,1
44.60511,,,,,5.752569,,,,1.659092,,,,,,,,1
44.85735,,,,,5.749561,,,,1.654451,,,,,,,,1
45.11826,,,,,5.662324,,,,1.627463,,,,,,,,1
45.38542,,,,,5.609689,,,,1.645703,,,,,,,,1
45.63596,,,,,5.62186,,,,1.705508,,,,,,,,1
45.90082,,,,,5.632967,,,,1.734014,,,,,,,,1
46.16633,,,,,5.587803,,,,1.720212,,,,,,,,1
46.42739,,,,,5.509498,,,,1.670818,,,,,,,,1
46.69425,,,,,5.45696,,,,1.651906,,,,,,,,1
46.96592,,,,,5.432879,,,,1.670026,,,,,,,,1
47.22281,,,,,5.424769,,,,1.699975,,,,,,,,1
47.48197,,,,,6.090758,,,,1.940072,,,,,,,,1
47.75075,,,,,6.089712,,,,1.944085,,,,,,,,1
48.00901,,,,,6.103352,,,,1.964964,,,,,,,,1
48.26515,,,,,6.1304,,,,1.994094,,,,,,,,1
48.52163,,,,,6.155965,,,,2.014979,,,,,,,,1
48.78073,,,,,6.175888,,,,2.028947,,,,,,,,1
49.04578,,,,,6.194723,,,,2.025575,,,,,,,,1
49.3096,,,,,6.205831,,,,1.99387,,,,,,,,1
49.56255,,,,,6.19191,,,,1.937271,,,,,,,,1
49.82502,,,,,6.160306,,,,1.881138,,,,,,,,1
50.07659,,,,,6.140048,,,,1.866053,,,,,,,,1
50.33925,,,,,6.138671,,,,1.892394,,,,,,,,1
50.60212,,,,,6.143646,,,,1.92885,,,,,,,,1
50.85455,,,,,6.139631,,,,1.937334,,,,,,,,1
51.11876,,,,,6.126766,,,,1.928399,,,,,,,,1
51.37218,,,,,6.113263,,,,1.919788,,,,,,,,1
51.63205,,,,,6.098904,,,,1.916135,,,,,,,,1
51.90027,,,,,6.070931,,,,1.89639,,,,,,,,1
52.17427,,,,,6.063288,,,,1.889927,,,,,,,,1
52.42788,,,,,6.065944,,,,1.889488,,,,,,,,1
52.68651,,,,,6.072764,,,,1.893084,,,,,,,,1
52.94369,,,,,6.112924,,,,1.910289,,,,,,,,1
53.19456,,,,,6.145915,,,,1.900676,,,,,,,,1
53.46655,,,,,6.159483,,,,1.861063,,,,,,,,1
53.72298,,,,,6.165938,,,,1.831457,,,,,,,,1
53.98461,,,,,6.176933,,,,1.819319,,,,,,,,1
54.2492,,,,,6.196663,,,,1.811976,,,,,,,,1
54.50769,,,,,6.224932,,,,1.807573,,,,,,,,1
54.76666,,,,,6.2488,,,,1.802998,,,,,,,,1
55.03011,,,,,6.25934,,,,1.799649,,,1,,,,,1
55.28284,,,,,6.259928,,,,1.787631,,,1,,,,,1
55.54873,,,,,6.256268,,,,1.776263,,,1,,,,,1
55.81044,,,,,6.25726,,,,1.782257,,,1,,,,,1
56.07567,,,,,6.273222,,,,1.810238,,,1,,,,,1
56.32817,,,,,6.29776,,,,1.848111,,,1,,,,,1
56.59378,,,,,6.318571,,,,1.871587,,,1,,,,,1
56.85624,,,,,6.306058,,,,1.873844,,,1,,,,,1
57.10917,,,,,6.260314,,,,1.876078,,,1,,,,,1
57.3727,,,,,6.204884,,,,1.89304,,,1,,,,,1
57.6351,,,,,6.198784,,,,1.930883,,,1,,,,,1
57.88578,,,,,6.249852,,,,2.055849,,,1,,,,,1
58.15134,,,,,6.33956,,,,2.155979,,,1,,,,,1
58.47639,,,,,6.33956,,,,2.155979,,,1,,,,,1
58.72769,,,,,6.33956,,,,2.155979,,,1,,,,,1
59.00448,,,,,6.33956,,,,2.155979,,,1,,,,,1
59.34237,,,,,6.33956,,,,2.155979,,,1,,,,,1
59.62405,,,,,6.33956,,,,2.155979,,,1,,,,,1
59.9474,,,,,6.33956,,,,2.155979,,,1,,,,,1
60.25889,,,,,7.49337,,,,3.150997,,,1,,,,,1
60.53211,,,,,7.49337,,,,3.150997,,,1,,,,,1
60.9045,,,,,7.49337,,,,3.150997,,,1,,,,,1
61.17386,,,,,7.49337,,,,3.150997,,,1,,,,,1
61.47328,,,,,7.49337,,,,3.150997,,,1,,,,,1
61.74183,,,,,7.49337,,,,3.150997,,,1,,,,,1
62.03222,,,,,7.49337,,,,3.150997,,,1,,,,,1
62.37928,,,,,7.49337,,,,3.150997,,,1,,,,,1
62.81596,,,,,7.49337,,,,3.150997,,,1,,,,,1
