time,Stimuli_Woman&KnockingSoundResume_trigger,Stimuli_KnockingSoundResume_trigger,Stimuli_Woman&KnockingSoundPause_trigger,Stimuli_DoorOpeningSound_trigger,Stimuli_DoorOpeningSound_distance,Stimuli_WomanSound_trigger,Stimuli_DoorKnockingSound_trigger,Stimuli_DoorFrontArea_trigger,Stimuli_DoorFrontArea_distance,Stimuli_EnvironmentSound_trigger,ClosetDoor_Handle_trigger,RedDoor_Lock_trigger,RedDoor_Handle_trigger,Door_3_Handle_trigger,Door_2_Handle_trigger,RightHandLight_trigger,LeftHandLight_trigger
0,,,,,6.810084,,,,11.93666,,,,,,,,
0.2640023,,,,,7.411928,,,,12.59258,,,,,,,,
0.5261488,,,,,7.436941,,,,12.61684,,,,,,,,
0.7890602,,,,,7.522871,,,,12.70445,,,,,,,,
1.05048,,,,,7.61431,,,,12.80285,,,,,,,,
1.302142,,,,,7.685712,,,,12.8789,,,,,,,,
1.563165,,,,,7.709942,,,,12.90396,,,,,,,,
1.830324,,,,,7.680452,,,,12.87279,,,,,,,,
2.080835,,,,,7.624115,,,,12.81417,,,,,,,,
2.347509,,,,,7.563661,,,,12.7514,,,,,,,,
2.604504,,,,,7.514491,,,,12.70364,,,,,,,,
2.875246,,,,,7.402354,,,,12.59308,,,,,,,,
3.135545,,,,,7.282081,,,,12.47262,,,,,,,,
3.387999,,,,,7.166782,,,,12.35339,,,,,,,,
3.647075,,,,,7.096297,,,,12.27866,,,,,,,,
3.924063,,,,,7.062107,,,,12.2425,,,,,,,,
4.180848,,,,,7.021675,,,,12.201,,,,,,,,
4.435813,,,,,7.018584,,,,12.19822,,,,,,,,
4.688773,,,,,7.021322,,,,12.20114,,,,,,,,
4.943214,,,,,7.020703,,,,12.20047,,,,,,,,
5.301495,,,,,6.810084,,,,11.93666,,,,,,,,
