time,ChestTurnRight,ChestTurnLeft
66.68713,1.857935,
66.95461,1.99123,
67.22151,1.886886,
67.47833,1.810346,
67.73417,1.73597,
68.00688,1.73356,
68.27042,1.847972,
68.53773,,1.984505
68.78941,,1.979856
69.05369,,1.971662
69.31104,,1.986151
69.57182,1.789487,
69.8232,1.725377,
70.08318,1.706991,
70.35521,1.850125,
70.61689,1.863551,
70.87777,1.720228,
71.13534,1.487632,
71.40327,1.481595,
71.66576,1.564057,
71.94306,1.513187,
72.21252,1.460368,
72.4817,1.446258,
72.75371,1.506469,
73.03167,1.529451,
73.28266,1.51444,
73.53555,1.392832,
73.78667,1.456875,
74.03867,1.499656,
74.30325,1.447785,
74.56395,1.424684,
74.81766,1.530175,
75.06796,1.650217,
75.31815,1.750169,
75.59626,1.796013,
75.86651,1.803886,
76.12832,1.726621,
76.41108,1.589394,
76.67494,1.710006,
76.93159,1.788605,
77.2067,1.766081,
77.45908,1.671317,
77.71404,1.696423,
77.9755,1.786595,
78.22803,1.746415,
78.48007,1.669412,
78.73246,1.693861,
79.00573,1.83324,
79.26952,1.884788,
79.53849,1.750315,
79.79076,1.664703,
80.0529,1.655552,
80.3083,1.695784,
80.57291,1.796525,
80.8292,1.718511,
81.08707,1.660719,
81.35486,1.565415,
81.60751,1.562712,
81.88248,1.597602,
82.14215,1.6513,
82.41641,1.685793,
82.67219,1.735111,
82.9332,1.739551,
83.18533,1.641955,
83.44527,1.580811,
83.71054,1.59008,
83.96874,1.629528,
84.22829,1.686337,
84.50166,1.76,
84.7737,1.760325,
85.03303,1.652103,
85.28741,1.547888,
85.55432,1.517105,
85.80907,1.547609,
86.06076,1.579279,
86.32595,1.586252,
86.58138,1.57121,
86.85565,1.572393,
87.12629,1.624928,
87.38322,1.655534,
87.65456,1.648743,
87.9108,1.560227,
88.16611,1.585587,
88.41968,1.599536,
88.68414,1.559529,
88.94694,1.558585,
89.2075,1.581854,
89.46037,1.625077,
89.72534,1.670404,
89.98846,1.725833,
90.24864,1.733827,
90.50719,1.754717,
90.76967,1.685246,
91.0348,1.613653,
91.29792,1.502829,
91.57963,1.433884,
91.83054,1.661317,
92.08085,1.804164,
92.33214,1.843869,
92.59399,1.80577,
92.84649,1.825085,
93.11243,1.88294,
93.37355,1.875374,
93.62538,1.87008,
93.87878,1.835762,
94.13816,1.860314,
94.39167,1.878883,
94.64324,1.887257,
94.90916,1.901458,
95.16465,1.94569,
95.42093,1.92506,
95.69132,1.825014,
95.94547,1.749266,
96.21399,1.601198,
96.47588,1.521681,
96.73364,1.547144,
96.99904,1.645463,
97.25058,1.788234,
97.51266,1.626455,
97.7734,1.385594,
98.04733,1.251709,
98.30332,1.165922,
98.56844,1.05988,
98.82101,0.9955801,
99.08868,1.010791,
99.34669,1.023355,
99.61527,1.041692,
99.86559,1.054608,
100.116,1.046329,
100.3719,1.012522,
100.6479,0.9838431,
100.9107,0.9828429,
101.173,1.02349,
101.4255,1.085235,
101.6899,1.08047,
101.9405,1.087265,
102.2103,1.107716,
102.4772,1.159098,
102.7332,1.242704,
102.9943,1.30145,
103.2593,1.417228,
103.5275,1.539989,
103.7867,1.575019,
104.0372,1.554547,
104.2897,1.478816,
104.5434,1.444621,
104.8066,1.439271,
105.0735,1.49896,
105.3359,1.577273,
105.5867,1.78777,
105.8493,,1.984822
106.1156,,1.84646
106.379,,1.721523
106.6335,,1.66968
106.9037,,1.602963
107.1605,,1.593914
107.411,,1.636058
107.662,,1.72611
107.9252,1.865918,
108.1915,1.516242,
108.4442,1.32662,
108.6993,1.219333,
108.9541,1.132346,
109.2045,1.102456,
109.4557,1.07916,
109.7068,0.9963592,
109.9714,0.8982798,
110.2382,0.8575429,
110.501,0.9027706,
110.7691,1.12085,
111.0315,1.122733,
111.2842,1.11487,
111.5657,1.056311,
111.8193,1.003985,
112.0721,0.9188295,
112.3243,0.7186835,
112.575,0.5690703,
112.8267,0.4622873,
113.0903,0.4359576,
113.355,0.3792564,
113.6186,0.3524708,
113.8719,0.5141268,
114.1367,0.6204018,
114.3989,0.9246635,
114.6511,1.311771,
114.9157,1.705617,
115.1832,,1.733765
115.4474,,1.398867
115.7104,,1.018158
115.973,,0.8436689
116.2377,,0.5335675
116.5027,,0.3901881
116.7641,,0.4043928
117.0284,,0.3120932
117.2795,,0.1667264
117.5307,,0.1131629
117.7826,,0.1497283
118.0458,,0.1503523
118.2997,,0.1598683
118.5613,,0.08938383
118.8259,0.09762488,
119.0774,0.1488789,
119.328,0.03341401,
119.5797,,0.05308468
119.8426,,0.03667807
120.107,0.1002141,
120.3577,0.1422915,
120.6195,0.1072475,
120.8757,0.1136033,
121.1467,0.1606359,
121.4006,0.2140387,
121.6601,0.4177111,
121.9241,0.5817892,
122.1775,0.7389508,
122.4357,0.9811319,
122.6918,1.079342,
122.9433,1.202939,
123.2109,1.289439,
123.476,1.350112,
123.7402,1.353373,
123.9976,1.300981,
124.2548,1.089764,
124.5152,0.6444438,
124.7665,0.2302543,
125.0202,0.004959012,
125.2915,,0.1007946
125.5521,,0.202886
125.8133,,0.2381556
126.0656,,0.2121806
126.32,,0.1024103
126.5829,,0.08695154
126.8469,,0.05824093
127.097,,0.07723135
127.3573,,0.02751188
127.6115,0.1110137,
127.8752,0.4189216,
128.1257,0.7448367,
128.3764,0.9083865,
128.6392,1.002789,
128.8929,1.1265,
129.1431,1.263672,
129.407,1.326937,
129.6572,1.402707,
129.9198,1.462951,
130.1847,1.402665,
130.4361,1.295363,
130.6875,1.30247,
130.964,1.462236,
131.2269,1.417879,
131.4928,1.345777,
131.7556,1.300631,
132.0061,1.228491,
132.269,1.177598,
132.5384,1.045134,
132.8005,0.7862858,
133.0661,0.4528165,
133.3403,0.2324956,
133.5938,0.06423893,
133.8455,0.06294598,
134.101,0.0532825,
134.3638,,0.005098325
134.6263,,0.03959487
134.8781,,0.05313478
135.1385,,0.0855151
135.3934,,0.17879
135.6568,,0.2447569
135.9071,,0.2695139
136.1583,,0.274607
136.4091,,0.2762011
136.661,,0.2802193
136.9253,,0.2771485
137.2022,,0.2719783
137.4531,,0.282607
137.7292,,0.2274209
137.9809,,0.2178054
138.2323,,0.2490531
138.4874,,0.2797952
138.7471,,0.2946192
139.0119,,0.3121222
139.2771,,0.347992
139.5316,,0.3591697
139.7944,,0.3634053
140.0453,,0.3724867
140.309,,0.3831799
140.5604,,0.3893929
140.8114,,0.3896628
141.0658,,0.396419
141.3266,,0.3972168
141.5914,,0.4121022
141.8533,,0.4221178
142.1051,,0.4408195
142.3559,,0.4439432
142.6187,,0.4550965
142.8717,,0.4708025
143.1348,,0.4598001
143.4002,,0.4259151
143.6633,,0.4068546
143.9255,,0.3833549
144.1801,,0.40203
144.4487,,0.440465
144.7089,,0.4419775
144.9674,,0.4379922
145.2247,,0.449485
145.4879,,0.4477051
145.74,,0.4266993
146.0079,,0.3702325
146.2666,,0.4194788
146.5282,,0.4304491
146.7876,,0.4086439
147.0612,,0.4184079
147.3249,,0.4056518
147.5884,,0.3310255
147.8443,,0.2566082
148.1051,,0.06067247
148.3572,0.04177021,
148.6199,0.06694621,
148.8701,0.123385,
149.1205,0.1822546,
149.3758,0.379895,
149.6364,0.6697416,
149.8993,0.82563,
150.1507,0.8368663,
150.4037,0.70948,
150.6689,0.6826,
150.9281,0.661506,
151.187,0.4624559,
151.4383,0.1840817,
151.6949,0.1840817,
151.9519,0.1840817,
152.2546,0.1840817,
152.5834,0.1840817,
152.8598,0.1840817,
153.1303,0.1840817,
153.3999,0.1840817,
153.6584
154.0183
154.2745
154.6545
