time,AU1_InnerBrowRaiser,AU2_OuterBrowRaiser,AU4_BrowLowerer,AU5_UpperLidRaiser,AU7_LidTightener,AU43_EyesClosed,AU20_LipStretcher,AU51_HeadTurnLeft,AU52_HeadTurnRight,AU53_HeadUp,AU54_HeadDown,AU55_HeadTiltLeft,AU56_HeadTiltRight,AU61_EyesLookLeft,AU62_EyesLookRight,AU63_EyesLookUp,AU64_EyesLookDown,AU26_JawDrop
0,,,,,,,,,,,,,,,,,,
0.3045679,0.1111055,0.0005621787,0.27778,5.400663E-05,0.2215931,0.01931158,0.01086463,0.02942843,,,0.2706268,,0.02518141,0.08879811,0,0,0.04850721,0.02716646
0.5576104,0.1209804,0.0001188948,0.2473506,0.01035046,0.2128606,0.00406013,8.333886E-05,0.04688553,,,0.2757199,,0.03860261,0.01747429,0.02563062,0,0.03119142,0.01720337
0.8390666,0.1556977,0.006690866,0.2512137,0.04849223,0.2194865,0.0100065,3.052853E-06,0.04911656,,,0.3010037,,0.03174344,0.07391952,0,0,0.02088459,0.01089678
1.109434,0.1081281,0.002885909,0.2248492,4.778159E-05,0.1274605,0.008829934,1.161892E-07,0.1839629,,,0.3549915,,0.03209776,0.210196,0,0,0.0357386,0.01086633
1.365561,0.1064508,0.001889272,0.2256983,2.307606E-06,0.1475429,0.001139259,6.927448E-09,0.0656511,,,0.3827763,0.03487566,,0.05245781,0,0,0.02916965,0.0301371
1.620777,0.1227961,0.003510346,0.2425173,0.004123506,0.1565825,0.002590246,5.957937E-10,0.0008224305,,,0.3724444,0.03372216,,0.04455685,0,0,0.02981673,0.02721076
1.8798,0.1339183,0.0008243523,0.2686337,4.632023E-05,0.1205271,0.0387508,3.62242E-11,0.01895742,,,0.33092,0.0351504,,0.2579365,0,0,0.08289314,0.0250212
2.137519,0.1791597,0.01197785,0.2494271,0.005211574,0.1708709,0.008005236,3.127896E-12,0.01871758,,,0.3051777,0.03181341,,0.1591559,0,0,0.0300241,0.02011176
2.401401,0.160846,0.008194766,0.2636732,0.04313851,0.1527399,0.01784618,1.341888E-13,0.005343554,,,0.2811446,0.04278291,,0.094522,0,0,0.03411686,0.0101731
2.698756,0.1604238,0.006370074,0.2631666,0.02069758,0.1335655,0.01938549,8.168511E-15,0.0005815462,,,0.3045335,0.0528184,,0.2182789,0,0,0.03295283,0.01083192
2.967097,0.1491055,0.0078554,0.2590283,0.005662006,0.1559152,0.01001618,4.972443E-16,0.03685032,,,0.3472115,0.03065988,,0.1813654,0,0,0.02997433,0.007704155
3.21839,0.1116108,0.00350195,0.2843772,1.09897E-05,0.06510203,0.03469232,3.026656E-17,0.04927091,,,0.4006025,0.02381132,,0.2320661,0,0,0.1017558,0.0001459521
3.469742,0.0737928,0.00184672,0.2795147,2.269027E-07,0.09266849,0.1899671,2.018256E-18,0.009681446,,,0.4253639,0.02327249,,0.1876805,0,0,0.3719333,6.132727E-06
3.720298,0.08305506,0.0004337822,0.2298765,1.453951E-08,0.07721318,0.02130363,1.743343E-19,0.05365161,,,0.4523141,0.002700996,,0.2673827,0,0,0.03452021,0.002426839
3.994986,0.08832784,9.165783E-05,0.2624683,8.12696E-10,0.05095483,0.01188069,1.061253E-20,0.2156266,,,0.4900751,,0.02178161,0.3435794,0,0,0.08595799,0.002593094
4.251413,0.08790673,1.98762E-05,0.2494826,4.855361E-11,0.06386311,0.01625027,6.460212E-22,0.3336251,,,0.4430432,,0.02827511,0.281909,0,0,0.05458809,0.0102478
4.520576,0.07689953,4.334781E-06,0.2335203,2.943572E-12,0.05173879,0.01690133,3.93259E-23,0.360108,,,0.4161966,,0.02138646,0.3075352,0,0,0.05462697,0.01066133
4.787979,0.06809289,9.46528E-07,0.2382898,1.79022E-13,0.04606526,0.01181406,2.393862E-24,0.3724281,,,0.4182864,,0.02810882,0.3098879,0,0,0.06635319,0.01085604
5.052199,0.06805797,2.067399E-07,0.2557915,1.089566E-14,0.03639947,0.007289004,1.45724E-25,0.3978646,,,0.4246399,,0.01307255,0.2780842,0,0,0.09760989,0.01086509
5.308981,0.08916876,0.001314938,0.3442847,9.409988E-16,0.09646479,0.04481996,1.258589E-26,0.2770517,,,0.3390186,,0.01562812,0.04044048,0.002713944,0,0.1094485,0.009225856
5.578019,0.1401663,0.0035437,0.3165521,0.0001731172,0.09703842,0.0136455,5.39987E-28,0.008901448,,,0.2646726,0.06470322,,0,0.2448084,0,0.0541002,0.01081085
5.841351,0.1244081,0.002267948,0.2884899,0.003958553,0.09957539,0.01891374,4.663967E-29,,0.06419333,,0.305586,0.07899757,,0.190417,0,0,0.04607566,0.0108611
6.099121,0.1394147,0.002743352,0.29647,0.008769375,0.09888263,0.01153406,2.839144E-30,,0.06524067,,0.3238557,0.07027253,,0.1424946,0,0,0.04332099,0.01086537
6.350824,0.143908,0.00674538,0.2703906,0.0002490982,0.09685573,0.01158174,1.728286E-31,,0.06005204,,0.346608,0.05961699,,0.1333023,0,0,0.03674768,0.01086563
6.616935,0.1180128,0.004346199,0.3157758,0.0001341127,0.04673051,0.01227959,1.052058E-32,,0.07020602,,0.4225498,0.06248998,,0.2269392,0,0,0.162494,0.01086564
6.874595,0.07878588,0.003612875,0.3266519,4.988241E-06,0.06478731,0.1405333,0.00164645,,0.1117785,,0.4214649,0.06987112,,0.1606431,0,0,0.40336,0.01086564
7.128822,0.08521375,0.001104385,0.298096,3.88265E-07,0.05344986,0.02596667,0.0001139867,,0.1169883,,0.4150882,0.07268487,,0.2235069,0,0,0.03770325,0.01035968
7.391537,0.03544529,0.0002225158,0.241029,2.294979E-08,0.01054231,0.03826356,6.51546E-06,,0.2026757,,0.4512791,0.07706593,,0.1407846,0,0,0.04927497,0.0108387
7.645472,0.03561234,4.77512E-05,0.3300884,1.388071E-09,0.0164465,0.05913819,0.07234086,,0.2610311,,0.4533644,0.08731253,,0,0.1587466,0,0.1035749,0.01036857
7.909921,0.0418575,1.256846E-05,0.2366476,1.197211E-10,0.001659048,0.03731044,0.08419493,,0.2764499,,0.4534493,0.09307859,,0.1043433,0,0,0.03805624,0.01082802
8.17253,0.02036997,2.742619E-06,0.1343394,7.285323E-12,0.003093169,0.03127527,0.0648739,,0.3387179,,0.476027,0.09569183,,0.1967881,0,0,0.03208144,0.01086344
8.424642,0.0159324,5.989706E-07,0.1078443,4.434745E-13,0.0001926096,0.03115489,0.0679732,,0.3146921,,0.4709777,0.07293724,,0.1999958,0,0,0.03119238,0.01086551
8.690974,0.01588913,1.308295E-07,0.1192956,2.699535E-14,0.004236068,0.02105482,0.07016618,,0.3453708,,0.4769242,0.08345145,,0.172688,0,0,0.02147243,0.01086564
8.945002,0.01895763,2.857725E-08,0.2977655,1.64328E-15,0.007527986,0.09310733,0.06732791,,0.3292011,,0.4804194,0.06555483,,0.1473718,0,0,0.1911023,0.008380094
9.205922,0.02576098,7.549607E-09,0.1995091,1.41933E-16,0.01178913,0.04934736,0.06406596,,0.2737311,,0.4583339,0.06010157,,0.1540177,0,0,0.07396814,0.01070121
9.459658,0.01601584,1.649103E-09,0.1392437,8.640031E-18,0.01075582,0.04050172,0.0604859,,0.3016033,,0.4640489,0.07803801,,0.1496648,0,0,0.05425996,0.01085637
9.721501,0.007250033,3.602231E-10,0.1299382,5.259534E-19,0.004927776,0.04014773,0.04103968,,0.2887199,,0.4709335,0.06997947,,0.1772939,0,0,0.04272735,0.01086509
9.97503,0.002986399,7.868481E-11,0.1227247,3.201633E-20,0.01305071,0.03478041,0.04081257,,0.3267199,,0.4824276,0.05799828,,0.1610141,0,0,0.07956506,0.01086561
10.23246,0.02489774,2.078719E-11,0.1669942,2.765309E-21,0.03221901,3.130837E-05,0.03387401,,0.3569369,,0.4638154,0.05480144,,0.09981117,0,0,0.0001823898,0.01086564
10.48521,0.04767095,4.540667E-12,0.125626,1.683354E-22,0.04887317,2.326806E-11,0.01422815,,0.351592,,0.4429875,0.02560958,,0,0.06599605,0,3.123763E-11,0.01086564
10.74985,0.1332318,0.002845157,0.1600315,0.0001106753,0.07232279,0.03100784,0.0003721477,,0.4103854,,0.3620699,0.03768054,,0,0.08743436,0,0.03632575,0.01701922
11.00012,0.2032631,0.04404826,0.1163051,0.06928826,0.1780515,0.0007600482,7.27552E-06,,0.4168826,,0.307883,0.04845138,,0.004904568,0.03837844,0,0.0009710205,0.01668453
11.25069,0.114539,0.01733995,0.05026105,0.00017977,0.08026272,0.001640006,2.810413E-07,,0.4243006,,0.3113178,0.04710213,,0.01625327,0.02712704,0,0.001900253,0.0109823
11.51319,0.05876862,0.01386675,0.01787177,0.0008930343,0.03634113,0.02591713,1.544763E-08,,0.3893152,,0.3636939,0.02834851,,0.02983993,0.01500902,0,0.0269497,0.01087113
11.76614,0.04441157,0.005158711,0.09739706,2.320048E-05,0.02484643,0.02548935,0.02501425,,0.3698287,,0.4367657,0.06005003,,0.002272171,0.04311018,0,0.0317525,0.01086609
12.01814,0.02270521,0.0007719867,0.2739451,1.112543E-06,0.007299015,0.0657497,0.03326301,,0.3431533,,0.4946095,0.09323604,,0,0.3104143,0,0.1599209,0.01086567
12.28229,0.01869986,0.0001551299,0.1719211,6.445295E-08,0.02266751,0.03851234,0.02790603,,0.3446205,,0.4968418,0.1092972,,0,0.09252165,0,0.06054898,0.01086564
12.53293,0.007505769,4.028521E-05,0.1522416,5.511211E-09,0.03670892,0.1045999,0.01095431,,0.3200665,,0.4817401,0.1102531,,0.2501492,0,0,0.1695812,0.01086564
12.7841,0.001684025,8.757196E-06,0.05704071,3.345306E-10,0.02607923,0.06097721,5.936248E-05,,0.2858054,,0.4759617,0.09085125,,0.23378,0,0,0.06080984,0.01086564
13.04791,0.0008562601,1.91082E-06,0.03682302,2.035075E-11,0.03240097,0.02213944,1.66466E-06,,0.2932711,,0.496857,0.1020444,,0.1429632,0,0,0.0221353,0.01086564
13.29805,0.0002150966,5.047153E-07,0.04429413,1.757618E-12,0.03123355,0.0246433,1.21749E-07,,0.2482051,,0.4892721,0.09180252,,0.2179604,0,0,0.02493029,0.01086564
13.54891,4.632378E-05,1.102406E-07,0.04055423,1.069885E-13,0.02032985,0.006844524,7.069922E-09,,0.2497311,,0.4770109,0.1047201,,0.2542987,0,0,0.007257686,0.01086564
13.81292,0.0003266248,2.408017E-08,0.08894759,6.512769E-15,0.02148171,0.01743536,4.259527E-10,,0.2377729,,0.4550648,0.09432416,,0.2057425,0,0,0.05611134,0.01086564
14.10438,0.001593887,5.259792E-09,0.08072665,3.964366E-16,0.01243356,0.002841671,2.586961E-11,,0.2643528,,0.4504079,0.08832555,,0.1716334,0,0,0.02883768,0.01086564
14.3664,0.0007504167,1.148938E-09,0.1119318,2.413311E-17,0.01700129,0.06354967,0.0004148947,,0.2808453,,0.45837,0.0725335,,0.1285944,0,0,0.07702149,0.01086564
14.61672,0.0001572443,2.509639E-10,0.09294701,1.469027E-18,0.01054993,0.005826207,1.884985E-05,,0.3017056,,0.4805744,0.07510936,,0.05623531,0,0,0.02849323,0.01086564
14.87092,0.001833424,5.48195E-11,0.1010796,8.942555E-20,0.00411007,0.001833071,0.00500498,,0.3501353,,0.5068502,0.07587051,,0.02762229,0.01763951,0,0.01016812,0.01086564
15.13624,0.002323974,1.234485E-11,0.1105362,5.963513E-21,0.01080623,0.02187059,0.0009153098,,0.3488301,,0.5064306,0.08810191,,0,0.05434874,0,0.03834287,0.01086564
15.40609,0.01813017,3.261317E-12,0.1447816,5.150843E-22,0.02472822,0.0003766489,0.003825247,,0.36642,,0.4829529,0.09902788,,0.05585162,0,0,0.0005877223,0.01086564
15.66549,0.03840172,0.001653432,0.05298814,3.135497E-23,0.0560419,2.3354E-11,0.0002094122,,0.3450987,,0.4718847,0.09159183,,0.04505507,0,0,9.292725E-11,0.01086564
15.92721,0.02655682,0.001067936,0.08368516,1.908669E-24,0.03951029,0.0595241,1.054178E-05,,0.3729493,,0.4581507,0.09633609,,0.009468216,0.03428281,0,0.2271612,0.01249659
16.19207,0.01791298,0.0002210006,0.06916033,1.161873E-25,0.03424121,7.924697E-05,6.15953E-07,,0.3845014,,0.4335764,0.1050117,,0,0.1950444,0,8.41002E-05,0.0109399
16.44325,0.01914399,5.773755E-05,0.1341702,1.00354E-26,0.02082287,0.004803612,5.275641E-08,,0.3243894,,0.4151128,0.101082,,0.02325146,0.02028984,0,0.007890034,0.01087168
16.70031,0.009572337,1.257239E-05,0.0294053,6.108843E-28,0.03412255,1.879613E-11,3.203882E-09,,0.3185878,,0.4500454,0.1360169,,0.04129877,0.002084278,0,8.962363E-11,0.010866
16.96211,0.001794801,0.0008196955,0.02750838,3.718698E-29,0.00595522,7.731575E-16,1.949328E-10,,0.3494176,,0.5036318,0.1261957,,0.0433609,0.0009718037,0,7.018365E-15,0.01459903
17.22073,0.004966398,0.0001726068,0.07424749,2.2637E-30,0.008051973,0.1130641,1.186491E-11,,0.3447964,,0.4830936,0.1218594,,0.03684871,0.007251717,0,0.3548198,0.01096327
17.47082,0.03299135,3.740031E-05,0.05755318,1.377883E-31,0.04327225,3.378808E-07,7.221828E-13,,0.3298973,,0.4609656,0.1124424,,0.08120424,0,0,1.17975E-06,0.01693121
