time,Stimuli_Woman&KnockingSoundResume_trigger,Stimuli_KnockingSoundResume_trigger,Stimuli_Woman&KnockingSoundPause_trigger,Stimuli_DoorOpeningSound_trigger,Stimuli_DoorOpeningSound_distance,Stimuli_WomanSound_trigger,Stimuli_DoorKnockingSound_trigger,Stimuli_DoorFrontArea_trigger,Stimuli_DoorFrontArea_distance,Stimuli_EnvironmentSound_trigger,ClosetDoor_Handle_trigger,RedDoor_Lock_trigger,RedDoor_Handle_trigger,Door_3_Handle_trigger,Door_2_Handle_trigger,RightHandLight_trigger,LeftHandLight_trigger
0,,,,,6.810084,,,,11.93666,,,,,,,,
0.3045679,,,,,7.586299,,,,12.80268,,,,,,,,
0.5576104,,,,,7.576596,,,,12.79387,,,,,,,,
0.8390666,,,,,7.565167,,,,12.78392,,,,,,,,
1.109434,,,,,7.549597,,,,12.77041,,,,,,,,
1.365561,,,,,7.541747,,,,12.76327,,,,,,,,
1.620777,,,,,7.507665,,,,12.73113,,,,,,,,
1.8798,,,,,6.012935,,,,11.24824,,,,,,,,
2.137519,,,,,5.967249,,,,11.20429,,,,,,,,
2.401401,,,,,4.490288,,,,9.726945,,,,,,,,
2.698756,,,,,4.459261,,,,9.695925,,,,,,,,
2.967097,,,,,3.24367,,,,8.505541,,,,,,,,
3.21839,,,,,3.231756,,,,8.4936,,,,,,,,
3.469742,,,,,3.224822,,,,8.48674,,,,,,,,
3.720298,,,,,2.923091,,,,8.184017,,,,,,,,
3.994986,,,,,2.926626,,,,8.185797,,,,,,,,
4.251413,,,,,2.937162,,,,8.194098,,,,,,,,
4.520576,,,,,2.949034,,,,8.204971,,,,,,,,
4.787979,,,,,2.966237,,,,8.221566,,,,,,,,
5.052199,,,,,2.976618,,,,8.231262,,,,,,,,
5.308981,,,,,2.963151,,,,8.220644,,,,,,,,1
5.578019,,,,,2.958792,,,,8.219797,,,,,,,,1
5.841351,,,,,2.953096,,,,8.215393,,,,,,,,1
6.099121,,,,,2.933089,,,,8.195715,,,,,,,,1
6.350824,,,,,1.600608,,,,6.851825,,,,,,,,1
6.616935,,,,,1.580086,,,,6.832779,,,,,,,,1
6.874595,,,,,1.578454,,,,6.830585,,,,,,,,1
7.128822,,,,,1.423164,,,,6.601613,,,,,,,,1
7.391537,,,,,1.436891,,,,6.61578,,,,,,,,1
7.645472,,,,,1.432415,,,,6.621477,,,,,,,,1
7.909921,,,,,1.430436,,,,6.633975,,,,,,,,1
8.17253,,,,,1.402645,,,,6.614292,,,,,,,,1
8.424642,,,,,1.384016,,,,6.597427,,,,,,,,1
8.690974,,,,,1.360315,,,,6.573363,,,,,,,,1
8.945002,,,,,1.339696,,,,6.551012,,,,,,,,1
9.205922,,,,,1.340615,,,,6.553863,,,,,,,,1
9.459658,,,,,1.349314,,,,6.564062,,,,,,,,1
9.721501,,,,,1.351591,,,,6.566494,,,,1,,1,,1
9.97503,,,,,1.338236,,,,6.551614,,,,1,,1,,1
10.23246,,,,,1.311407,,,,6.521909,,,,1,,1,,1
10.48521,,,,,1.280878,,,,6.488213,,,,1,,1,,1
10.74985,,,,,1.257833,,,,6.461339,,,,1,,1,,1
11.00012,,,,,1.268952,,,,6.472167,,,,1,,1,,1
11.25069,,,,,1.302086,,,,6.509349,,,,,,,,1
11.51319,,,,,1.354992,,,,6.567786,,,,,,,,1
11.76614,,,,,1.429953,,,,6.647689,,,,,,,,1
12.01814,,,,,1.50048,,,,6.723203,,,,,,,,1
12.28229,,,,,1.542804,,,,6.761719,,,,,,,,1
12.53293,,,,,1.560961,,,,6.773012,,,,,,,,1
