time,ChestTurnRight,ChestTurnLeft
0
0.2807862,0.4718853,
0.550384,0.4706911,
0.8308003,0.464599,
1.100114,0.3131694,
1.431504,0.1911994,
1.758974,0.0896113,
2.010792,0.09461752,
2.268797,0.1520663,
2.532918,0.1704052,
2.805703,0.1445448,
3.084894,0.07245101,
3.342541,,0.09928984
3.601102,,0.146369
3.858561,,0.1308854
4.115319,,0.1432798
4.369487,,0.06325008
4.644792,0.03815481,
4.919664,0.252435,
5.185506,0.5262792,
5.437214,0.4476188,
5.689872,0.3015348,
5.952173,0.2894624,
6.205051,0.2561966,
6.467382,0.2539522,
6.725123,0.2434197,
6.978529,0.2370982,
7.232671,0.2339981,
7.485631,0.2814876,
7.740719,0.3548285,
8.000246,0.3742502,
8.264617,0.3362269,
8.516337,0.3110299,
8.778506,0.2680122,
9.035439,0.310279,
9.293736,0.1737216,
9.556657
9.819263
10.0905
10.41864
10.73703
11.04433
11.35436
11.64388
11.89848
12.23181
