time,ChestTurnRight,ChestTurnLeft
0,null,null
0.2640548,null,null
0.5377632,0.5828794,
0.7985186,0.5155199,
1.072354,0.5276741,
1.34704,0.5077232,
1.606536,0.4969927,
1.895021,0.5102876,
2.158376,0.5233791,
2.413517,0.5424256,
2.677399,0.5815828,
2.941043,0.6313875,
3.216385,0.4955468,
3.474058,0.5427072,
3.726875,0.5033865,
3.978285,0.4954295,
4.24288,0.3970264,
4.493492,0.2085442,
4.745415,0.200702,
4.995687,0.2303277,
5.259525,0.1399218,
5.510153,0.1199748,
5.760885,0.2165079,
6.011601,0.3192975,
6.262598,0.4296852,
6.52493,0.4399586,
6.776705,0.416377,
7.029757,null,null
7.299187,null,null
7.553069,null,null
7.887516,null,null
8.194241,null,null
8.475481,null,null
8.733565,null,null
8.990067,null,null
9.426119,null,null
9.692858,null,null
9.984533,null,null
10.23967,null,null
10.51435,null,null
10.84644,null,null
