time,PalmTurnRight,PalmTurnLeft,PalmUp,PalmDown,PalmTiltLeft,PalmTiltRight,Thumb_Curl,Thumb_Flexion,Thumb_Abduction,Index_Curl,Index_Flexion,Index_Abduction,Index_Opposition,Middle_Curl,Middle_Flexion,Middle_Abduction,Middle_Opposition,Ring_Curl,Ring_Flexion,Ring_Abduction,Ring_Opposition,Pinky_Curl,Pinky_Flexion,Pinky_Opposition
0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0.3183362,,0.3205769,0.02448374,,0.9401882,,0.1347937,1.755811,0.07355698,0.2635691,0.422307,0.1602235,0.1740754,0.2603092,0.5079195,0.1104379,0.1853336,0.2645119,0.4292091,0.2228365,0.2305367,0.1347937,0.2055134,0.3403152
0.5791371,,0.1403982,0.4137505,,0.9520366,,0.1370094,2.079514,0.1182393,0.3300556,0.6409237,0.1552753,0.09201676,0.419475,0.6963962,0.09125696,0.08775146,0.4391102,0.6843861,0.1021523,0.1388595,0.1370094,0.5396803,0.2154872
0.8460327,,0.1911784,0.3942269,,0.968569,,0.2441154,1.902158,0.2942156,0.3889866,0.6879357,0.2628014,0.02739221,0.7231609,0.695659,0.1743787,0.1532948,0.8632625,0.6683489,0.1412248,0.2416151,0.2441154,0.5083912,0.2705339
1.132843,0.2939571,,0.3222817,,1.139211,,0.269194,1.921027,0.06128349,0.4475281,0.3866146,0.4734254,0.1429371,0.912163,0.5672432,0.2214864,0.208079,0.9641167,0.573917,0.1898876,0.2834964,0.269194,0.4507282,0.3355997
1.41039,0.2366681,,0.3694221,,0.6857914,,0.1042103,-0.02082367,0.1423957,0.2425549,0.2094406,0.2091358,0.2767425,0.1973,0.2364876,0.1515833,0.3899531,0.2429373,0.2302942,0.2111109,0.4018036,0.1042103,0.1950743,0.4557211
1.66507,0.05747624,,,0.1515865,,0.3220477,-0.06078339,-0.4892193,0.4309816,0.05824127,0.1755236,0.8395495,0.4247534,0.6591069,0.6319363,0.2697666,0.3804054,0.827552,0.7144012,0.1225716,0.4375714,-0.06078339,0.664304,0.4855114
1.916165,0.09269623,,,0.249046,,0.6328616,-0.02633343,-0.5761068,0.4675491,0.01226768,0.2234659,1.205514,0.4339308,0.9028229,0.8679495,0.2361539,0.3668843,0.9032429,0.9964172,0.2103789,0.4530286,-0.02633343,1.036563,0.5192862
2.179426,0.03018886,,,0.2207065,,0.5979921,-0.02421646,-0.6206566,0.4221257,0.1263893,0.1547453,1.104158,0.4280823,0.8244801,0.8198807,0.2565063,0.334834,0.8639694,0.9948441,0.1823537,0.4346167,-0.02421646,1.048987,0.498912
2.441979,0.1609258,,,0.4479508,,0.4461314,-0.02354431,-0.6307594,0.3715795,0.1192942,0.2662918,0.9445561,0.3728334,0.8064488,0.7581957,0.2507901,0.3133135,0.872587,0.897126,0.1711182,0.4104704,-0.02354431,0.9179146,0.4684228
2.695571,0.05816488,,,0.4030283,,0.4915565,0.2001732,1.784077,0.437215,0.5069408,0.6453655,0.4397185,0.07481427,0.8693588,0.8589622,0.1922812,0.2756984,0.8777195,0.9338368,0.1892168,0.3330458,0.2001732,0.9508301,0.3800766
2.951012,,0.0007290067,,0.2749327,,0.5690163,-0.004223442,-0.6766652,0.3684949,0.1677828,0.2123264,0.9413635,0.3848494,0.8204616,0.7404777,0.2574552,0.3031406,0.8869272,0.8849468,0.1709023,0.4044918,-0.004223442,0.9074669,0.4626171
3.20618,0.203664,,,0.2885296,,0.4299962,0.1168831,1.833555,0.4333184,0.5379803,0.6434467,0.455216,0.08155797,0.8512421,0.9039497,0.1912347,0.2959706,0.8478271,1.006104,0.1714863,0.3573924,0.1168831,1.01022,0.396193
3.458966,0.1656729,,,0.3932664,,0.4874555,-0.002921104,-0.6904141,0.281,0.2283199,0.3171902,0.8059807,0.296017,0.77066,0.7849476,0.2523052,0.2958053,0.8251997,0.9490364,0.1551967,0.4008785,-0.002921104,1.002479,0.4584761
3.716768,0.1012446,,,0.5886244,,0.2789181,0.1232599,1.719364,0.5261026,0.5706537,0.6525024,0.3733823,0.1171996,0.7985779,0.8908613,0.1848401,0.2812499,0.8074825,1.001041,0.1510258,0.3495746,0.1232599,1.039492,0.3892237
3.992726,0.187989,,,0.6510374,,0.2367801,-0.03539791,-0.5985815,0.3490134,0.2396622,0.209219,0.6894117,0.3608768,0.6325804,0.6687142,0.2908753,0.2929538,0.7322384,0.8507599,0.1370347,0.3847306,-0.03539791,0.9617294,0.4422994
4.249079,0.1903694,,,0.6265038,,0.2115427,0.04495316,-0.5663212,0.24249,0.2487589,0.2383656,0.5976706,0.3054658,0.6431328,0.5868934,0.3523079,0.252591,0.7911585,0.8042011,0.1239515,0.359697,0.04495316,0.9381645,0.4113352
4.511533,0.007876268,,,0.5279216,,0.2802972,0.069833,-0.5951647,0.1529907,0.3596523,0.3085766,0.4591676,0.196082,0.6545519,0.5839809,0.2821549,0.2077805,0.7449835,0.7628101,0.1218456,0.3154339,0.069833,0.9007305,0.3696994
4.770494,,0.006051617,,0.4321742,,0.3325794,0.06823921,-0.5654934,0.1784724,0.3636063,0.2379494,0.5058791,0.2294608,0.7058943,0.5309998,0.2843387,0.2205382,0.8021313,0.6906239,0.1573749,0.3237227,0.06823921,0.8247356,0.3872133
5.022238,0.1562526,,,0.3415199,,0.4647011,0.01835823,-0.5574244,0.3078813,0.1964268,0.1794003,0.8214306,0.3507996,0.7271351,0.6670906,0.2542802,0.2826329,0.8064014,0.8137962,0.1399719,0.378286,0.01835823,0.8852262,0.4356759
5.285868,0.1896056,,,0.3545041,,0.4650529,0.06504764,-0.5389549,0.2971911,0.4181091,0.4703735,0.6764156,0.1214209,0.8753147,0.8690945,0.1939638,0.3162145,0.8784439,0.9581825,0.1794993,0.3873839,0.06504764,0.9693069,0.4400825
5.538036,0.1382174,,,0.371929,,0.564722,-0.02864723,-0.5843266,0.37137,0.2310219,0.3983206,0.7996256,0.3119369,0.7776922,0.8539833,0.2305556,0.3426161,0.8481811,0.9758762,0.1643303,0.4337193,-0.02864723,0.9977539,0.4931063
